Log, Time, T0, T1, T2
3649,3652168,-42.19,-18.75,-27.05
3650,3653168,-41.21,-22.66,-24.61
3651,3654168,-41.21,-26.56,-25.10
3652,3655168,-38.28,-17.29,-35.35
3653,3656168,-32.91,-29.49,-26.07
3654,3657168,-42.68,-18.26,-31.93
3655,3658168,-42.19,-18.75,-7.52
3656,3659168,-33.40,-25.10,-35.84
3657,3660168,-34.38,-11.43,-35.84
3658,3661168,-36.82,-29.98,-26.07
3659,3662168,-32.91,-29.49,-26.56
3660,3663168,-42.68,-18.75,-31.93
3661,3664168,-32.91,-27.54,-42.19
3662,3665168,-33.89,-25.10,-35.84
3663,3666168,-40.72,-30.47,-25.59
3664,3667168,-36.82,-29.98,-25.59
3665,3668168,-42.68,-18.26,-34.86
3666,3669168,-42.68,-18.75,-30.96
3667,3670168,-32.91,-27.54,-36.33
3668,3671168,-33.89,-23.14,-35.84
3669,3672168,-39.75,-29.98,-25.10
3670,3673168,-42.19,-18.26,-35.35
3671,3674168,-42.68,-18.26,-33.89
3672,3675168,-32.91,-29.00,-30.47
3673,3676168,-33.40,-27.05,-36.33
3674,3677168,-41.70,-26.56,-25.10
3675,3678168,-39.75,-29.98,-25.59
3676,3679168,-50.00,-18.26,-34.86
3677,3680168,-33.40,-29.49,-27.54
3678,3681168,-33.40,-29.00,-32.42
3679,3682168,-42.68,-20.70,-25.10
3680,3683168,-41.70,-27.05,-36.33
3681,3684168,-36.33,-18.26,-35.84
3682,3685168,-50.00,-18.26,-34.86
3683,3686168,-33.40,-29.49,-27.54
3684,3687168,-33.40,-28.52,-34.38
3685,3688168,-42.68,-20.70,-25.10
3686,3689168,-34.38,-21.19,-36.33
3687,3690168,-37.30,-18.26,-35.35
3688,3691168,-19.24,-29.98,-26.56
3689,3692168,-33.89,-29.98,-29.49
3690,3693168,-43.16,-20.21,-29.00
3691,3694168,-42.19,-22.66,-25.10
3692,3695168,-34.38,0.29,-35.84
3693,3696168,-38.77,-29.98,-26.07
3694,3697168,-30.96,-29.98,-26.56
3695,3698168,-33.40,-29.49,-26.56
3696,3699168,-42.68,-19.73,-23.14
3697,3700168,-33.89,-25.59,-35.84
3698,3701168,-34.38,-3.61,-35.84
3699,3702168,-38.77,-29.98,-25.59
3700,3703168,-32.91,-29.98,-26.56
3701,3704168,-43.16,-18.75,-32.91
3702,3705168,-33.40,-28.03,-50.00
3703,3706168,-33.89,-25.10,-36.33
3704,3707168,-40.72,-30.47,-26.07
3705,3708168,-36.82,-29.98,-26.56
3706,3709168,-43.16,-18.75,-34.86
3707,3710168,-43.16,-18.75,-32.91
3708,3711168,-34.38,-28.03,-50.00
3709,3712168,-42.68,-24.61,-36.82
3710,3713168,-40.72,-30.47,-26.56
3711,3714168,-40.23,-18.75,-35.84
3712,3715168,-43.65,-18.75,-34.86
3713,3716168,-33.89,-29.00,-30.47
3714,3717168,-34.38,-28.03,-36.82
3715,3718168,-42.68,-25.59,-26.56
3716,3719168,-40.72,-30.47,-26.56
3717,3720168,-42.19,-18.26,-35.84
3718,3721168,-33.40,-29.98,-28.52
3719,3722168,-34.38,-29.98,-32.42
3720,3723168,-43.16,-21.68,-26.56
3721,3724168,-42.68,-26.56,-27.05
3722,3725168,-36.33,-18.26,-36.33
3723,3726168,-50.00,-18.75,-35.35
3724,3727168,-33.89,-18.26,-34.86
3725,3728168,-43.16,-19.73,-30.96
3726,3729168,-42.68,-20.70,-26.07
3727,3730168,-35.35,-21.19,-36.82
3728,3731168,-37.30,-18.75,-36.33
3729,3732168,-15.33,-30.47,-27.05
3730,3733168,-34.38,-29.98,-28.52
3731,3734168,-43.16,-19.73,-30.96
3732,3735168,-42.68,-21.68,-26.56
3733,3736168,-35.84,-19.24,-36.82
3734,3737168,-39.75,-30.47,-26.56
3735,3738168,-27.05,-29.98,-27.54
3736,3739168,-43.65,-18.75,-34.86
3737,3740168,-43.16,-20.21,-27.05
3738,3741168,-34.86,-27.05,-37.30
3739,3742168,-40.23,-18.75,-36.82
3740,3743168,-38.77,-30.47,-26.56
3741,3744168,-44.14,-18.75,-35.35
3742,3745168,-43.65,-19.73,-34.86
3743,3746168,-34.38,-29.00,-50.00
3744,3747168,-35.35,-27.05,-36.82
3745,3748168,-42.68,-30.47,-26.07
3746,3749168,-38.77,-30.47,-26.56
3747,3750168,-43.65,-19.24,-34.86
3748,3751168,-44.14,-19.73,-34.86
3749,3752168,-35.35,-29.00,-42.19
3750,3753168,-43.16,-24.61,-27.54
3751,3754168,-41.70,-30.47,-26.56
3752,3755168,-40.23,-18.75,-35.84
3753,3756168,-44.14,-19.24,-26.56
3754,3757168,-34.86,-29.49,-30.47
3755,3758168,-34.86,-28.03,-38.28
3756,3759168,-43.16,-24.61,-26.56
3757,3760168,-37.30,-18.75,-36.82
3758,3761168,-42.19,-18.75,-36.33
3759,3762168,-34.86,-29.98,-28.52
3760,3763168,-34.86,-29.49,-32.42
3761,3764168,-43.65,-20.70,-26.07
3762,3765168,-42.68,-26.56,-26.56
3763,3766168,-37.30,-18.75,-36.82
3764,3767168,-50.00,-18.75,-36.33
3765,3768168,-34.86,-29.98,-28.52
3766,3769168,-44.14,-19.24,-35.84
3767,3770168,-43.65,-21.68,-26.56
3768,3771168,-43.65,-21.68,-26.56
3769,3772168,-38.28,-18.75,-36.82
3770,3773168,-15.33,-30.47,-27.54
3771,3774168,-34.86,-29.98,-28.52
3772,3775168,-44.14,-20.21,-30.96
3773,3776168,-35.35,-27.54,-37.30
3774,3777168,-36.33,-20.21,-37.30
3775,3778168,-40.72,-30.47,-27.54
3776,3779168,-19.24,-30.47,-28.52
3777,3780168,-44.14,-19.24,-34.86
3778,3781168,-44.14,-20.21,-30.96
3779,3782168,-35.84,-27.05,-37.79
3780,3783168,-36.33,-3.61,-38.28
3781,3784168,-40.72,-30.96,-28.52
3782,3785168,-46.09,-18.75,-36.33
3783,3786168,-44.63,-19.24,-34.86
3784,3787168,-35.35,-29.00,-50.00
3785,3788168,-35.84,-27.05,-37.30
3786,3789168,-42.68,-34.38,-27.54
3787,3790168,-39.75,-30.96,-28.03
3788,3791168,-44.63,-19.24,-36.82
3789,3792168,-35.35,-29.98,-30.47
3790,3793168,-35.35,-29.00,-50.00
3791,3794168,-44.14,-22.66,-27.54
3792,3795168,-42.68,-32.42,-27.54
3793,3796168,-40.23,-19.24,-36.82
3794,3797168,-44.63,-19.24,-35.84
3795,3798168,-35.35,-29.98,-30.47
3796,3799168,-35.35,-28.52,-42.19
3797,3800168,-43.65,-27.54,-37.30
3798,3801168,-37.30,-17.29,-36.82
3799,3802168,-42.19,-18.75,-36.33
3800,3803168,-35.35,-29.98,-28.03
3801,3804168,-35.35,-29.49,-30.47
3802,3805168,-44.14,-21.19,-27.05
3803,3806168,-43.16,-25.59,-26.56
3804,3807168,-37.79,-18.75,-36.82
3805,3808168,-38.77,-30.47,-27.54
3806,3809168,-35.35,-29.98,-28.52
3807,3810168,-44.63,-20.21,-31.93
3808,3811168,-44.14,-21.68,-27.05
3809,3812168,-36.33,-24.12,-37.79
3810,3813168,-38.28,-19.73,-37.79
3811,3814168,-34.86,-30.47,-27.54
3812,3815168,-50.00,-19.24,-35.84
3813,3816168,-44.63,-20.21,-31.93
3814,3817168,-35.84,-27.54,-37.79
3815,3818168,-37.30,-23.14,-37.30
3816,3819168,-42.68,-30.96,-27.05
3817,3820168,-19.24,-30.96,-28.03
3818,3821168,-44.63,-19.73,-34.86
3819,3822168,-44.63,-20.70,-30.96
3820,3823168,-36.33,-27.05,-37.79
3821,3824168,-43.16,-50.00,-27.05
3822,3825168,-40.72,-30.96,-27.54
3823,3826168,-50.00,-19.73,-36.33
3824,3827168,-45.12,-19.73,-34.86
3825,3828168,-35.84,-29.00,-48.05
3826,3829168,-36.33,-27.05,-37.79
3827,3830168,-43.65,-38.28,-27.05
3828,3831168,-40.72,-30.96,-28.03
3829,3832168,-46.09,-19.73,-36.82
3830,3833168,-36.33,-29.98,-30.47
3831,3834168,-36.33,-29.00,-50.00
3832,3835168,-44.63,-24.12,-28.03
3833,3836168,-43.65,-34.38,-28.03
3834,3837168,-41.21,-19.24,-37.30
3835,3838168,-45.61,-19.73,-36.82
3836,3839168,-36.33,-29.98,-31.45
3837,3840168,-45.12,-20.70,-7.52
3838,3841168,-44.63,-24.61,-27.05
3839,3842168,-38.28,-19.24,-37.79
3840,3843168,-42.19,-19.73,-37.79
3841,3844168,-36.33,-19.73,-36.82
3842,3845168,-36.33,-29.98,-32.42
3843,3846168,-45.12,-21.68,-19.24
3844,3847168,-44.63,-25.59,-27.54
3845,3848168,-38.28,-19.24,-37.79
3846,3849168,-38.77,-30.96,-28.52
3847,3850168,-36.33,-30.96,-29.49
3848,3851168,-45.61,-20.70,-34.86
3849,3852168,-45.12,-22.17,-27.05
3850,3853168,-37.79,-25.10,-38.28
3851,3854168,-39.26,-19.73,-37.79
3852,3855168,-38.77,-30.96,-28.52
3853,3856168,-45.61,-19.73,-35.84
3854,3857168,-45.61,-20.70,-32.91
3855,3858168,-37.30,-28.03,-38.28
3856,3859168,-45.12,-22.66,-28.03
3857,3860168,-42.68,-30.96,-28.03
3858,3861168,-34.86,-30.96,-28.52
3859,3862168,-45.61,-20.21,-35.84
3860,3863168,-45.12,-20.70,-31.93
3861,3864168,-36.82,-28.03,-38.28
3862,3865168,-44.63,-32.42,-28.03
3863,3866168,-42.68,-30.96,-28.52
3864,3867168,-50.00,-19.73,-36.82
3865,3868168,-45.61,-20.21,-35.35
3866,3869168,-36.82,-29.98,-34.38
3867,3870168,-37.30,-28.03,-38.28
3868,3871168,-43.65,-50.00,-28.03
3869,3872168,-41.21,-20.21,-38.28
3870,3873168,-50.00,-19.73,-29.00
3871,3874168,-36.33,-30.47,-30.47
3872,3875168,-36.82,-29.49,-49.02
3873,3876168,-45.12,-22.66,-28.03
3874,3877168,-43.65,-50.00,-28.52
3875,3878168,-41.21,-19.73,-37.79
3876,3879168,-45.61,-19.73,-36.82
3877,3880168,-36.33,-30.47,-30.47
3878,3881168,-45.12,-20.70,-27.05
3879,3882168,-44.63,-24.12,-27.54
3880,3883168,-38.28,-19.24,-37.79
3881,3884168,-42.19,-19.24,-37.30
3882,3885168,-36.82,-30.96,-29.49
3883,3886168,-36.82,-29.98,-31.45
3884,3887168,-45.61,-21.68,-9.47
3885,3888168,-37.79,-22.66,-27.54
3886,3889168,-39.26,-19.24,-37.79
3887,3890168,-40.72,-30.96,-28.52
3888,3891168,-36.82,-30.96,-29.49
3889,3892168,-45.61,-20.21,-34.86
3890,3893168,-45.12,-21.68,-19.24
3891,3894168,-37.79,-27.05,-37.79
3892,3895168,-39.26,-19.24,-37.79
3893,3896168,-39.75,-30.96,-28.52
3894,3897168,-46.09,-19.73,-36.33
3895,3898168,-45.61,-20.70,-34.86
3896,3899168,-37.30,-29.00,-38.28
3897,3900168,-38.28,-25.10,-38.28
3898,3901168,-42.68,-30.96,-28.03
3899,3902168,-38.77,-31.45,-29.49
3900,3903168,-45.61,-21.19,-34.86
3901,3904168,-37.30,-29.98,-34.38
3902,3905168,-37.30,-28.03,-37.79
3903,3906168,-44.63,-26.56,-28.03
3904,3907168,-42.68,-30.96,-28.03
3905,3908168,-50.00,-19.73,-36.82
3906,3909168,-46.09,-19.73,-34.86
3907,3910168,-37.30,-29.49,-34.38
3908,3911168,-37.30,-27.54,-37.79
3909,3912168,-44.63,-41.21,-28.03
3910,3913168,-40.23,-19.24,-37.30
3911,3914168,-50.00,-19.73,-36.82
3912,3915168,-36.82,-29.98,-30.47
3913,3916168,-37.30,-29.49,-34.38
3914,3917168,-45.12,-22.66,-38.28
3915,3918168,-44.14,-50.00,-28.03
3916,3919168,-41.21,-19.73,-37.30
3917,3920168,-19.24,-30.96,-29.00
3918,3921168,-37.30,-29.98,-30.47
3919,3922168,-45.61,-20.70,-30.96
3920,3923168,-45.12,-22.66,-28.03
3921,3924168,-38.28,-3.61,-37.79
3922,3925168,-41.21,-19.24,-37.79
3923,3926168,-34.86,-30.96,-29.00
3924,3927168,-37.30,-29.98,-31.45
3925,3928168,-45.61,-20.70,-30.96
3926,3929168,-38.28,-27.05,-38.28
3927,3930168,-39.26,-19.24,-37.79
3928,3931168,-42.68,-30.96,-29.00
3929,3932168,-44.14,-20.21,-38.77
3930,3933168,-46.09,-20.70,-34.86
3931,3934168,-45.61,-21.19,-11.43
3932,3935168,-37.79,-27.05,-38.28
3933,3936168,-43.65,-30.96,-28.52
3934,3937168,-40.72,-30.96,-28.52
3935,3938168,-46.09,-19.73,-36.33
3936,3939168,-45.61,-20.21,-34.86
3937,3940168,-37.79,-28.03,-38.28
3938,3941168,-38.28,-25.10,-38.28
3939,3942168,-43.65,-30.96,-28.52
3940,3943168,-38.77,-30.47,-29.49
3941,3944168,-46.09,-19.73,-36.82
3942,3945168,-37.30,-29.49,-33.40
3943,3946168,-37.79,-28.03,-38.77
3944,3947168,-44.63,-26.56,-28.52
3945,3948168,-43.16,-30.96,-29.00
3946,3949168,-50.00,-19.73,-37.30
3947,3950168,-46.09,-19.73,-36.33
3948,3951168,-37.79,-29.49,-34.38
3949,3952168,-45.61,-21.68,-28.52
3950,3953168,-44.63,-28.52,-28.52
3951,3954168,-40.23,-19.24,-37.79
3952,3955168,-50.00,-19.24,-36.82
3953,3956168,-37.79,-29.98,-30.47
3954,3957168,-37.79,-29.00,-34.38
3955,3958168,-45.61,-22.66,-28.03
3956,3959168,-44.63,-50.00,-28.03
3957,3960168,-41.21,-19.24,-37.79
3958,3961168,-19.24,-19.24,-37.30
3959,3962168,-37.79,-30.96,-32.42
3960,3963168,-46.09,-21.68,-31.93
3961,3964168,-45.12,-22.66,-28.03
3962,3965168,-38.77,-0.68,-37.79
3963,3966168,-42.19,-19.73,-37.79
3964,3967168,-34.86,-30.47,-29.49
3965,3968168,-46.09,-19.73,-34.86
3966,3969168,-45.61,-20.70,-29.00
3967,3970168,-38.28,-27.05,-38.28
3968,3971168,-39.26,-3.61,-37.79
3969,3972168,-42.68,-30.96,-29.00
3970,3973168,-36.82,-30.47,-29.49
3971,3974168,-46.09,-20.21,-34.86
3972,3975168,-45.61,-21.19,-9.47
3973,3976168,-45.61,-21.19,-11.43
3974,3977168,-43.65,-32.42,-28.52
3975,3978168,-40.72,-30.47,-28.52
3976,3979168,-46.09,-19.73,-36.82
3977,3980168,-46.09,-20.21,-34.86
3978,3981168,-37.79,-28.52,-42.19
3979,3982168,-38.28,-25.10,-38.28
3980,3983168,-43.65,-30.96,-28.52
3981,3984168,-42.19,-19.73,-37.79
3982,3985168,-46.09,-20.21,-36.82
3983,3986168,-37.79,-29.49,-33.40
3984,3987168,-38.28,-28.03,-39.26
3985,3988168,-45.12,-24.61,-28.52
3986,3989168,-43.65,-30.96,-28.52
3987,3990168,-48.05,-19.73,-37.79
3988,3991168,-46.58,-20.21,-36.82
3989,3992168,-38.28,-29.98,-34.38
3990,3993168,-46.58,-22.66,-29.00
3991,3994168,-45.12,-26.56,-29.00
3992,3995168,-40.23,-19.73,-38.28
3993,3996168,-50.00,-19.73,-37.30
3994,3997168,-37.79,-29.98,-30.47
3995,3998168,-37.79,-29.49,-34.38
3996,3999168,-45.61,-22.66,-29.00
3997,4000168,-39.26,-23.14,-38.77
3998,4001168,-41.21,-19.73,-38.28
3999,4002168,-19.24,-30.96,-29.98
4000,4003168,-37.79,-30.47,-30.47
4001,4004168,-46.09,-21.19,-32.91
4002,4005168,-45.61,-28.03,-40.23
4003,4006168,-39.26,-21.19,-38.28
4004,4007168,-42.19,-19.73,-37.79
4005,4008168,-21.19,-30.96,-29.98
4006,4009168,-46.58,-20.21,-35.84
4007,4010168,-46.09,-21.19,-30.96
4008,4011168,-38.77,-27.05,-38.77
4009,4012168,-39.75,-3.61,-38.77
4010,4013168,-42.68,-30.96,-29.49
4011,4014168,-34.86,-30.96,-30.47
4012,4015168,-46.58,-20.70,-35.84
4013,4016168,-38.77,-29.00,-50.00
4014,4017168,-38.77,-27.05,-38.77
4015,4018168,-44.63,-50.00,-29.49
4016,4019168,-42.68,-30.96,-29.98
4017,4020168,-42.68,-30.96,-29.98
4018,4021168,-47.07,-20.70,-34.86
4019,4022168,-39.26,-29.49,-50.00
4020,4023168,-39.75,-27.05,-39.75
4021,4024168,-44.63,-31.45,-29.98
4022,4025168,-44.14,-20.21,-38.77
4023,4026168,-47.07,-20.21,-37.30
4024,4027168,-38.28,-29.98,-33.40
4025,4028168,-38.77,-29.00,-39.26
4026,4029168,-45.61,-24.61,-29.49
4027,4030168,-44.63,-30.96,-29.49
4028,4031168,-44.14,-19.73,-38.77
4029,4032168,-38.77,-30.96,-31.45
4030,4033168,-38.28,-29.98,-34.38
4031,4034168,-46.58,-22.17,-27.05
4032,4035168,-45.61,-26.56,-29.49
4033,4036168,-41.21,-20.21,-38.77
4034,4037168,-50.00,-20.21,-38.77
4035,4038168,-38.77,-30.96,-31.93
4036,4039168,-38.77,-29.98,-34.38
4037,4040168,-46.58,-22.66,-29.49
4038,4041168,-39.26,-25.10,-39.26
4039,4042168,-41.21,-19.73,-38.77
4040,4043168,-34.86,-30.96,-30.47
4041,4044168,-38.28,-30.96,-31.45
4042,4045168,-46.58,-21.19,-34.86
4043,4046168,-46.58,-22.66,-29.49
4044,4047168,-39.75,-23.14,-38.77
4045,4048168,-43.65,-30.96,-29.98
4046,4049168,-19.24,-20.21,-38.77
4047,4050168,-47.07,-20.70,-36.82
4048,4051168,-46.58,-21.68,-34.86
4049,4052168,-39.26,-28.03,-39.75
4050,4053168,-40.23,-21.19,-39.75
4051,4054168,-43.16,-30.96,-29.98
4052,4055168,-34.86,-30.96,-30.47
4053,4056168,-47.07,-20.70,-35.84
4054,4057168,-38.77,-29.49,-38.28
4055,4058168,-39.26,-27.05,-38.77
4056,4059168,-44.63,-50.00,-29.49
4057,4060168,-42.68,-30.96,-29.49
4058,4061168,-47.07,-20.21,-37.79
4059,4062168,-46.58,-20.70,-35.84
4060,4063168,-38.28,-29.00,-50.00
4061,4064168,-38.77,-28.03,-39.26
4062,4065168,-44.63,-34.38,-29.49
4063,4066168,-42.19,-19.73,-38.77
4064,4067168,-46.58,-19.73,-37.30
4065,4068168,-38.28,-29.98,-33.40
4066,4069168,-38.28,-29.00,-42.19
4067,4070168,-45.61,-24.61,-29.49
4068,4071168,-44.63,-30.96,-29.49
4069,4072168,-44.14,-19.73,-38.28
4070,4073168,-38.28,-30.47,-30.47
4071,4074168,-38.28,-29.98,-34.38
4072,4075168,-46.58,-21.68,-19.24
4073,4076168,-45.61,-24.61,-29.49
4074,4077168,-40.23,-19.73,-38.77
4075,4078168,-45.12,-19.73,-29.98
4076,4079168,-38.28,-30.47,-30.96
4077,4080168,-46.58,-20.70,-34.86
4078,4081168,-46.09,-22.17,-27.05
4079,4082168,-39.75,-27.05,-39.75
4080,4083168,-41.21,-20.70,-39.75
4081,4084168,-39.75,-30.96,-30.47
4082,4085168,-38.77,-30.47,-31.93
4083,4086168,-46.58,-20.70,-34.86
4084,4087168,-46.58,-22.66,-29.49
4085,4088168,-39.75,-25.10,-38.77
4086,4089168,-43.65,-30.96,-29.98
4087,4090168,-19.24,-30.96,-30.47
4088,4091168,-47.07,-20.70,-36.82
4089,4092168,-46.58,-21.19,-34.86
4090,4093168,-42.19,-20.21,-38.77
4091,4094168,-40.23,-24.12,-38.77
4092,4095168,-43.65,-30.96,-29.98
4093,4096168,-50.00,-20.21,-37.79
4094,4097168,-47.07,-20.70,-36.82
4095,4098168,-39.26,-29.49,-34.38
4096,4099168,-39.26,-28.03,-38.77
4097,4100168,-45.61,-42.19,-29.49
4098,4101168,-43.16,-30.96,-29.98
4099,4102168,-50.00,-20.21,-37.79
4100,4103168,-46.58,-20.70,-36.82
4101,4104168,-38.77,-29.49,-38.28
4102,4105168,-46.58,-23.63,-29.98
4103,4106168,-45.12,-50.00,-29.98
4104,4107168,-42.19,-19.73,-38.77
4105,4108168,-50.00,-20.21,-37.79
4106,4109168,-38.28,-29.98,-32.42
4107,4110168,-38.77,-29.00,-50.00
4108,4111168,-45.61,-22.66,-29.98
4109,4112168,-40.23,-3.61,-39.75
4110,4113168,-42.19,-20.21,-39.26
4111,4114168,-37.79,-30.47,-31.45
4112,4115168,-38.77,-29.98,-33.40
4113,4116168,-46.58,-21.68,-11.43
4114,4117168,-45.61,-24.12,-29.98
4115,4118168,-40.23,-19.24,-39.26
4116,4119168,-42.19,-19.73,-38.77
4117,4120168,-38.77,-30.47,-31.45
4118,4121168,-46.58,-20.70,-34.86
4119,4122168,-46.58,-21.68,-34.38
4120,4123168,-39.26,-27.05,-39.26
4121,4124168,-40.23,-19.24,-38.77
4122,4125168,-42.68,-30.96,-30.47
4123,4126168,-38.28,-29.98,-31.93
4124,4127168,-46.58,-20.70,-34.86
4125,4128168,-38.77,-28.03,-39.26
4126,4129168,-39.26,-25.10,-39.26
4127,4130168,-43.65,-30.96,-29.98
4128,4131168,-39.75,-30.47,-30.47
4129,4132168,-46.58,-20.21,-36.82
4130,4133168,-46.58,-20.70,-34.86
4131,4134168,-38.77,-28.03,-39.26
4132,4135168,-39.26,-24.12,-38.77
4133,4136168,-43.65,-30.47,-29.98
4134,4137168,-42.68,-30.47,-29.49
4135,4138168,-46.58,-20.21,-36.82
4136,4139168,-38.28,-29.00,-34.38
4137,4140168,-38.77,-27.54,-39.26
4138,4141168,-45.12,-26.56,-29.98
4139,4142168,-43.65,-30.96,-30.47
4140,4143168,-50.00,-20.70,-38.77
4141,4144168,-38.28,-29.98,-32.42
4142,4145168,-38.28,-29.00,-38.28
4143,4146168,-45.61,-22.66,-29.49
4144,4147168,-44.63,-50.00,-29.98
4145,4148168,-42.19,-19.24,-38.77
4146,4149168,-50.00,-19.73,-37.79
4147,4150168,-38.28,-29.49,-32.42
4148,4151168,-38.77,-29.00,-50.00
4149,4152168,-45.61,-22.66,-29.98
4150,4153168,-39.75,-3.61,-38.77
4151,4154168,-42.19,-19.73,-38.77
4152,4155168,-34.86,-29.98,-30.47
4153,4156168,-38.28,-29.49,-32.42
4154,4157168,-46.09,-20.70,-30.96
4155,4158168,-45.61,-22.66,-29.49
4156,4159168,-39.75,-3.61,-38.77
4157,4160168,-42.68,-29.98,-29.49
4158,4161168,-37.79,-29.49,-30.47
4159,4162168,-46.09,-19.73,-34.86
4160,4163168,-45.61,-20.70,-11.43
4161,4164168,-38.28,-25.10,-38.77
4162,4165168,-39.26,-3.61,-38.28
4163,4166168,-42.68,-29.98,-38.28
4164,4167168,-37.79,-29.49,-30.47
4165,4168168,-46.09,-19.73,-34.86
4166,4169168,-38.28,-28.03,-42.19
4167,4170168,-38.77,-25.10,-38.77
4168,4171168,-43.65,-29.98,-29.49
4169,4172168,-40.72,-30.47,-30.47
4170,4173168,-46.09,-20.21,-37.30
4171,4174168,-45.61,-19.73,-34.86
4172,4175168,-38.28,-27.05,-38.77
4173,4176168,-44.63,-24.61,-29.00
4174,4177168,-43.16,-29.98,-29.49
4175,4178168,-44.14,-18.75,-37.79
4176,4179168,-46.09,-18.75,-36.82
4177,4180168,-37.79,-28.52,-34.38
4178,4181168,-45.61,-20.21,-29.00
4179,4182168,-44.63,-26.56,-29.49
4180,4183168,-42.68,-29.49,-29.49
4181,4184168,-50.00,-18.75,-37.30
4182,4185168,-37.79,-29.00,-31.45
4183,4186168,-37.79,-28.03,-34.38
4184,4187168,-45.12,-20.70,-29.00
4185,4188168,-44.14,-40.23,-29.49
4186,4189168,-40.23,-18.26,-37.79
4187,4190168,-50.00,-18.75,-36.82
4188,4191168,-37.30,-28.52,-31.45
4189,4192168,-45.61,-19.73,-32.91
4190,4193168,-44.63,-21.68,-29.00
4191,4194168,-39.26,-19.24,-37.79
4192,4195168,-41.21,-18.26,-37.79
4193,4196168,-19.24,-29.00,-29.49
4194,4197168,-37.30,-28.03,-31.93
4195,4198168,-45.12,-18.75,-30.96
4196,4199168,-44.63,-21.68,-29.00
4197,4200168,-39.26,-3.61,-37.79
4198,4201168,-42.68,-29.00,-29.00
4199,4202168,-36.82,-29.49,-31.45
4200,4203168,-45.61,-18.75,-35.35
4201,4204168,-45.12,-19.73,-28.03
4202,4205168,-37.79,-25.10,-38.28
4203,4206168,-38.28,-3.61,-37.79
4204,4207168,-40.72,-29.00,-29.00
4205,4208168,-45.12,-18.26,-36.82
4206,4209168,-45.12,-18.75,-34.86
4207,4210168,-37.30,-18.75,-30.96
4208,4211168,-37.79,-24.12,-37.79
4209,4212168,-42.68,-29.00,-28.52
4210,4213168,-39.75,-28.52,-29.00
4211,4214168,-45.12,-18.26,-35.84
4212,4215168,-45.12,-18.75,-34.86
4213,4216168,-37.30,-27.05,-38.28
4214,4217168,-43.65,-22.66,-28.52
4215,4218168,-42.68,-28.52,-28.52
4216,4219168,-42.19,-17.77,-36.82
4217,4220168,-45.12,-18.26,-35.84
4218,4221168,-36.82,-27.05,-33.40
4219,4222168,-37.30,-26.07,-37.79
4220,4223168,-43.65,-22.66,-29.00
4221,4224168,-39.26,-17.29,-37.30
4222,4225168,-42.68,-28.52,-28.52
4223,4226168,-36.82,-28.03,-30.47
4224,4227168,-36.82,-27.05,-34.38
4225,4228168,-44.14,-20.21,-28.52
4226,4229168,-43.65,-26.56,-28.52
4227,4230168,-39.26,-17.29,-37.30
4228,4231168,-50.00,-17.29,-36.33
4229,4232168,-36.82,-28.03,-31.45
4230,4233168,-44.63,-18.75,-32.91
4231,4234168,-44.14,-20.70,-28.03
4232,4235168,-37.79,-19.24,-37.30
4233,4236168,-40.23,-16.80,-36.82
4234,4237168,-19.24,-27.54,-29.00
4235,4238168,-36.82,-27.05,-30.47
4236,4239168,-44.14,-18.26,-30.96
4237,4240168,-36.82,-24.12,-37.30
4238,4241168,-37.79,0.29,-37.30
4239,4242168,-40.72,-27.54,-28.52
4240,4243168,-34.86,-27.54,-29.00
4241,4244168,-44.63,-17.29,-34.86
4242,4245168,-44.14,-18.26,-30.96
4243,4246168,-36.82,-24.12,-37.30
4244,4247168,-38.28,-3.61,-36.82
4245,4248168,-40.72,-27.54,-28.52
4246,4249168,-44.63,-16.80,-35.84
4247,4250168,-44.63,-17.29,-34.86
4248,4251168,-36.33,-25.59,-50.00
4249,4252168,-36.82,-23.14,-36.82
4250,4253168,-42.68,-28.52,-28.03
4251,4254168,-39.75,-16.31,-36.82
4252,4255168,-44.14,-16.80,-35.35
4253,4256168,-36.33,-27.05,-31.45
4254,4257168,-36.33,-25.10,-38.28
4255,4258168,-43.16,-21.68,-28.03
4256,4259168,-42.68,-27.54,-28.03
4257,4260168,-42.19,-16.80,-36.33
4258,4261168,-44.14,-16.80,-35.35
4259,4262168,-36.33,-27.05,-32.42
4260,4263168,-36.33,-25.10,-38.28
4261,4264168,-43.16,-21.68,-28.03
4262,4265168,-38.28,-16.31,-36.82
4263,4266168,-46.09,-16.31,-36.33
4264,4267168,-35.84,-27.05,-29.98
4265,4268168,-35.84,-26.07,-32.42
4266,4269168,-36.33,-25.59,-34.38
4267,4270168,-42.68,-22.66,-27.54
4268,4271168,-38.28,-16.31,-36.33
4269,4272168,-34.86,-27.05,-28.52
4270,4273168,-35.84,-26.56,-29.98
4271,4274168,-43.65,-17.29,-31.93
4272,4275168,-43.16,-18.75,-27.54
4273,4276168,-37.30,-19.24,-36.82
4274,4277168,-38.28,-15.82,-36.33
4275,4278168,-19.24,-26.56,-28.03
4276,4279168,-35.84,-26.07,-29.49
4277,4280168,-43.65,-17.29,-30.96
4278,4281168,-36.33,-23.14,-36.82
4279,4282168,-37.30,-19.24,-36.33
4280,4283168,-40.72,-27.05,-36.33
4281,4284168,-19.24,-26.56,-28.03
4282,4285168,-43.65,-16.31,-34.86
4283,4286168,-43.65,-16.80,-29.00
